"","filename","date","year","doy"
"583","vgpm.2015057",2015-02-27,2015,57
"584","vgpm.2015065",2015-03-07,2015,65
"585","vgpm.2015073",2015-03-15,2015,73
"586","vgpm.2015081",2015-03-23,2015,81
"587","vgpm.2015089",2015-03-31,2015,89
"588","vgpm.2015097",2015-04-08,2015,97
"589","vgpm.2015105",2015-04-16,2015,105
"590","vgpm.2015113",2015-04-24,2015,113
"591","vgpm.2015121",2015-05-02,2015,121
"592","vgpm.2015129",2015-05-10,2015,129
"593","vgpm.2015137",2015-05-18,2015,137
"594","vgpm.2015145",2015-05-26,2015,145
"595","vgpm.2015153",2015-06-03,2015,153
"596","vgpm.2015161",2015-06-11,2015,161
"597","vgpm.2015169",2015-06-19,2015,169
"598","vgpm.2015177",2015-06-27,2015,177
"599","vgpm.2015185",2015-07-05,2015,185
"600","vgpm.2015193",2015-07-13,2015,193
"601","vgpm.2015201",2015-07-21,2015,201
"602","vgpm.2015209",2015-07-29,2015,209
"603","vgpm.2015217",2015-08-06,2015,217
"604","vgpm.2015225",2015-08-14,2015,225
"605","vgpm.2015233",2015-08-22,2015,233
"606","vgpm.2015241",2015-08-30,2015,241
"607","vgpm.2015249",2015-09-07,2015,249
"608","vgpm.2015257",2015-09-15,2015,257
"609","vgpm.2015265",2015-09-23,2015,265
"610","vgpm.2015273",2015-10-01,2015,273
"611","vgpm.2015281",2015-10-09,2015,281
"612","vgpm.2015289",2015-10-17,2015,289
"613","vgpm.2015297",2015-10-25,2015,297
"614","vgpm.2015305",2015-11-02,2015,305
"615","vgpm.2015313",2015-11-10,2015,313
"616","vgpm.2015321",2015-11-18,2015,321
"617","vgpm.2015329",2015-11-26,2015,329
"618","vgpm.2015337",2015-12-04,2015,337
"619","vgpm.2015345",2015-12-12,2015,345
"620","vgpm.2015353",2015-12-20,2015,353
"621","vgpm.2015361",2015-12-28,2015,361
"622","vgpm.2016001",2016-01-02,2016,1
"623","vgpm.2016009",2016-01-10,2016,9
"624","vgpm.2016017",2016-01-18,2016,17
"625","vgpm.2016025",2016-01-26,2016,25
"626","vgpm.2016033",2016-02-03,2016,33
"627","vgpm.2016041",2016-02-11,2016,41
"628","vgpm.2016049",2016-02-19,2016,49
"629","vgpm.2016057",2016-02-27,2016,57
"630","vgpm.2016065",2016-03-06,2016,65
"631","vgpm.2016073",2016-03-14,2016,73
"632","vgpm.2016081",2016-03-22,2016,81
"633","vgpm.2016089",2016-03-30,2016,89
"634","vgpm.2016097",2016-04-07,2016,97
"635","vgpm.2016105",2016-04-15,2016,105
"636","vgpm.2016113",2016-04-23,2016,113
"637","vgpm.2016121",2016-05-01,2016,121
"638","vgpm.2016129",2016-05-09,2016,129
"639","vgpm.2016137",2016-05-17,2016,137
"640","vgpm.2016145",2016-05-25,2016,145
"641","vgpm.2016153",2016-06-02,2016,153
"642","vgpm.2016161",2016-06-10,2016,161
"643","vgpm.2016169",2016-06-18,2016,169
"644","vgpm.2016177",2016-06-26,2016,177
"645","vgpm.2016185",2016-07-04,2016,185
"646","vgpm.2016193",2016-07-12,2016,193
"647","vgpm.2016201",2016-07-20,2016,201
"648","vgpm.2016209",2016-07-28,2016,209
"649","vgpm.2016217",2016-08-05,2016,217
"650","vgpm.2016225",2016-08-13,2016,225
"651","vgpm.2016233",2016-08-21,2016,233
"652","vgpm.2016241",2016-08-29,2016,241
"653","vgpm.2016249",2016-09-06,2016,249
"654","vgpm.2016257",2016-09-14,2016,257
"655","vgpm.2016265",2016-09-22,2016,265
"656","vgpm.2016273",2016-09-30,2016,273
"657","vgpm.2016281",2016-10-08,2016,281
"658","vgpm.2016289",2016-10-16,2016,289
"659","vgpm.2016297",2016-10-24,2016,297
"660","vgpm.2016305",2016-11-01,2016,305
"661","vgpm.2016313",2016-11-09,2016,313
"662","vgpm.2016321",2016-11-17,2016,321
"663","vgpm.2016329",2016-11-25,2016,329
"664","vgpm.2016337",2016-12-03,2016,337
"665","vgpm.2016345",2016-12-11,2016,345
"666","vgpm.2016353",2016-12-19,2016,353
"667","vgpm.2016361",2016-12-27,2016,361
"668","vgpm.2017001",2017-01-02,2017,1
"669","vgpm.2017009",2017-01-10,2017,9
"670","vgpm.2017017",2017-01-18,2017,17
"671","vgpm.2017025",2017-01-26,2017,25
"672","vgpm.2017033",2017-02-03,2017,33
"673","vgpm.2017041",2017-02-11,2017,41
"674","vgpm.2017049",2017-02-19,2017,49
"675","vgpm.2017057",2017-02-27,2017,57
"676","vgpm.2017065",2017-03-07,2017,65
"677","vgpm.2017073",2017-03-15,2017,73
"678","vgpm.2017081",2017-03-23,2017,81
"679","vgpm.2017089",2017-03-31,2017,89
"680","vgpm.2017097",2017-04-08,2017,97
"681","vgpm.2017105",2017-04-16,2017,105
"682","vgpm.2017113",2017-04-24,2017,113
"683","vgpm.2017121",2017-05-02,2017,121
"684","vgpm.2017129",2017-05-10,2017,129
"685","vgpm.2017137",2017-05-18,2017,137
"686","vgpm.2017145",2017-05-26,2017,145
"687","vgpm.2017153",2017-06-03,2017,153
"688","vgpm.2017161",2017-06-11,2017,161
"689","vgpm.2017169",2017-06-19,2017,169
"690","vgpm.2017177",2017-06-27,2017,177
"691","vgpm.2017185",2017-07-05,2017,185
"692","vgpm.2017193",2017-07-13,2017,193
"693","vgpm.2017201",2017-07-21,2017,201
"694","vgpm.2017209",2017-07-29,2017,209
"695","vgpm.2017217",2017-08-06,2017,217
"696","vgpm.2017225",2017-08-14,2017,225
"697","vgpm.2017233",2017-08-22,2017,233
"698","vgpm.2017241",2017-08-30,2017,241
"699","vgpm.2017249",2017-09-07,2017,249
"700","vgpm.2017257",2017-09-15,2017,257
"701","vgpm.2017265",2017-09-23,2017,265
"702","vgpm.2017273",2017-10-01,2017,273
"703","vgpm.2017281",2017-10-09,2017,281
"704","vgpm.2017289",2017-10-17,2017,289
"705","vgpm.2017297",2017-10-25,2017,297
"706","vgpm.2017305",2017-11-02,2017,305
"707","vgpm.2017313",2017-11-10,2017,313
"708","vgpm.2017321",2017-11-18,2017,321
"709","vgpm.2017329",2017-11-26,2017,329
"710","vgpm.2017337",2017-12-04,2017,337
"711","vgpm.2017345",2017-12-12,2017,345
"712","vgpm.2017353",2017-12-20,2017,353
"713","vgpm.2017361",2017-12-28,2017,361
"714","vgpm.2018001",2018-01-02,2018,1
"715","vgpm.2018009",2018-01-10,2018,9
"716","vgpm.2018017",2018-01-18,2018,17
"717","vgpm.2018025",2018-01-26,2018,25
"718","vgpm.2018033",2018-02-03,2018,33
"719","vgpm.2018041",2018-02-11,2018,41
"720","vgpm.2018049",2018-02-19,2018,49
"721","vgpm.2018057",2018-02-27,2018,57
"722","vgpm.2018065",2018-03-07,2018,65
"723","vgpm.2018073",2018-03-15,2018,73
"724","vgpm.2018081",2018-03-23,2018,81
"725","vgpm.2018089",2018-03-31,2018,89
"726","vgpm.2018097",2018-04-08,2018,97
"727","vgpm.2018105",2018-04-16,2018,105
"728","vgpm.2018113",2018-04-24,2018,113
"729","vgpm.2018121",2018-05-02,2018,121
"730","vgpm.2018129",2018-05-10,2018,129
"731","vgpm.2018137",2018-05-18,2018,137
"732","vgpm.2018145",2018-05-26,2018,145
"733","vgpm.2018153",2018-06-03,2018,153
"734","vgpm.2018161",2018-06-11,2018,161
"735","vgpm.2018169",2018-06-19,2018,169
"736","vgpm.2018177",2018-06-27,2018,177
"737","vgpm.2018185",2018-07-05,2018,185
"738","vgpm.2018193",2018-07-13,2018,193
"739","vgpm.2018201",2018-07-21,2018,201
"740","vgpm.2018209",2018-07-29,2018,209
"741","vgpm.2018217",2018-08-06,2018,217
"742","vgpm.2018225",2018-08-14,2018,225
"743","vgpm.2018233",2018-08-22,2018,233
"744","vgpm.2018241",2018-08-30,2018,241
"745","vgpm.2018249",2018-09-07,2018,249
"746","vgpm.2018257",2018-09-15,2018,257
"747","vgpm.2018265",2018-09-23,2018,265
"748","vgpm.2018273",2018-10-01,2018,273
"749","vgpm.2018281",2018-10-09,2018,281
"750","vgpm.2018289",2018-10-17,2018,289
"751","vgpm.2018297",2018-10-25,2018,297
"752","vgpm.2018305",2018-11-02,2018,305
"753","vgpm.2018313",2018-11-10,2018,313
"754","vgpm.2018321",2018-11-18,2018,321
"755","vgpm.2018329",2018-11-26,2018,329
"756","vgpm.2018337",2018-12-04,2018,337
"757","vgpm.2018345",2018-12-12,2018,345
"758","vgpm.2018353",2018-12-20,2018,353
"759","vgpm.2018361",2018-12-28,2018,361
"760","vgpm.2019001",2019-01-02,2019,1
"761","vgpm.2019009",2019-01-10,2019,9
"762","vgpm.2019017",2019-01-18,2019,17
"763","vgpm.2019025",2019-01-26,2019,25
"764","vgpm.2019033",2019-02-03,2019,33
"765","vgpm.2019041",2019-02-11,2019,41
"766","vgpm.2019049",2019-02-19,2019,49
"767","vgpm.2019057",2019-02-27,2019,57
"768","vgpm.2019065",2019-03-07,2019,65
"769","vgpm.2019073",2019-03-15,2019,73
"770","vgpm.2019081",2019-03-23,2019,81
"771","vgpm.2019089",2019-03-31,2019,89
"772","vgpm.2019097",2019-04-08,2019,97
"773","vgpm.2019105",2019-04-16,2019,105
"774","vgpm.2019113",2019-04-24,2019,113
"775","vgpm.2019121",2019-05-02,2019,121
"776","vgpm.2019129",2019-05-10,2019,129
"777","vgpm.2019137",2019-05-18,2019,137
"778","vgpm.2019145",2019-05-26,2019,145
"779","vgpm.2019153",2019-06-03,2019,153
"780","vgpm.2019161",2019-06-11,2019,161
"781","vgpm.2019169",2019-06-19,2019,169
"782","vgpm.2019177",2019-06-27,2019,177
"783","vgpm.2019185",2019-07-05,2019,185
"784","vgpm.2019193",2019-07-13,2019,193
"785","vgpm.2019201",2019-07-21,2019,201
"786","vgpm.2019209",2019-07-29,2019,209
"787","vgpm.2019217",2019-08-06,2019,217
"788","vgpm.2019225",2019-08-14,2019,225
"789","vgpm.2019233",2019-08-22,2019,233
"790","vgpm.2019241",2019-08-30,2019,241
"791","vgpm.2019249",2019-09-07,2019,249
"792","vgpm.2019257",2019-09-15,2019,257
"793","vgpm.2019265",2019-09-23,2019,265
"794","vgpm.2019273",2019-10-01,2019,273
"795","vgpm.2019281",2019-10-09,2019,281
"796","vgpm.2019289",2019-10-17,2019,289
"797","vgpm.2019297",2019-10-25,2019,297
"798","vgpm.2019305",2019-11-02,2019,305
"799","vgpm.2019313",2019-11-10,2019,313
"800","vgpm.2019321",2019-11-18,2019,321
"801","vgpm.2019329",2019-11-26,2019,329
"802","vgpm.2019337",2019-12-04,2019,337
"803","vgpm.2019345",2019-12-12,2019,345
"804","vgpm.2019353",2019-12-20,2019,353
"805","vgpm.2019361",2019-12-28,2019,361
"806","vgpm.2020001",2020-01-02,2020,1
"807","vgpm.2020009",2020-01-10,2020,9
"808","vgpm.2020017",2020-01-18,2020,17
"809","vgpm.2020025",2020-01-26,2020,25
"810","vgpm.2020033",2020-02-03,2020,33
"811","vgpm.2020041",2020-02-11,2020,41
"812","vgpm.2020049",2020-02-19,2020,49
"813","vgpm.2020057",2020-02-27,2020,57
"814","vgpm.2020065",2020-03-06,2020,65
"815","vgpm.2020073",2020-03-14,2020,73
"816","vgpm.2020081",2020-03-22,2020,81
"817","vgpm.2020089",2020-03-30,2020,89
"818","vgpm.2020097",2020-04-07,2020,97
"819","vgpm.2020105",2020-04-15,2020,105
"820","vgpm.2020113",2020-04-23,2020,113
"821","vgpm.2020121",2020-05-01,2020,121
"822","vgpm.2020129",2020-05-09,2020,129
"823","vgpm.2020137",2020-05-17,2020,137
"824","vgpm.2020145",2020-05-25,2020,145
"825","vgpm.2020153",2020-06-02,2020,153
"826","vgpm.2020161",2020-06-10,2020,161
"827","vgpm.2020169",2020-06-18,2020,169
"828","vgpm.2020177",2020-06-26,2020,177
"829","vgpm.2020185",2020-07-04,2020,185
"830","vgpm.2020193",2020-07-12,2020,193
"831","vgpm.2020201",2020-07-20,2020,201
"832","vgpm.2020209",2020-07-28,2020,209
"833","vgpm.2020217",2020-08-05,2020,217
"834","vgpm.2020249",2020-09-06,2020,249
"835","vgpm.2020257",2020-09-14,2020,257
"836","vgpm.2020265",2020-09-22,2020,265
"837","vgpm.2020273",2020-09-30,2020,273
"838","vgpm.2020281",2020-10-08,2020,281
"839","vgpm.2020289",2020-10-16,2020,289
"840","vgpm.2020297",2020-10-24,2020,297
"841","vgpm.2020305",2020-11-01,2020,305
"842","vgpm.2020313",2020-11-09,2020,313
"843","vgpm.2020321",2020-11-17,2020,321
"844","vgpm.2020329",2020-11-25,2020,329
"845","vgpm.2020337",2020-12-03,2020,337
"846","vgpm.2020345",2020-12-11,2020,345
"847","vgpm.2020353",2020-12-19,2020,353
"848","vgpm.2020361",2020-12-27,2020,361
"849","vgpm.2021001",2021-01-02,2021,1
"850","vgpm.2021009",2021-01-10,2021,9
"851","vgpm.2021017",2021-01-18,2021,17
"852","vgpm.2021025",2021-01-26,2021,25
"853","vgpm.2021033",2021-02-03,2021,33
"854","vgpm.2021041",2021-02-11,2021,41
"855","vgpm.2021049",2021-02-19,2021,49
"856","vgpm.2021057",2021-02-27,2021,57
"857","vgpm.2021065",2021-03-07,2021,65
"858","vgpm.2021073",2021-03-15,2021,73
"859","vgpm.2021081",2021-03-23,2021,81
"860","vgpm.2021089",2021-03-31,2021,89
"861","vgpm.2021097",2021-04-08,2021,97
"862","vgpm.2021105",2021-04-16,2021,105
"863","vgpm.2021113",2021-04-24,2021,113
"864","vgpm.2021121",2021-05-02,2021,121
"865","vgpm.2021129",2021-05-10,2021,129
"866","vgpm.2021137",2021-05-18,2021,137
"867","vgpm.2021145",2021-05-26,2021,145
"868","vgpm.2021153",2021-06-03,2021,153
"869","vgpm.2021161",2021-06-11,2021,161
"870","vgpm.2021169",2021-06-19,2021,169
"871","vgpm.2021177",2021-06-27,2021,177
"872","vgpm.2021185",2021-07-05,2021,185
"873","vgpm.2021193",2021-07-13,2021,193
"874","vgpm.2021201",2021-07-21,2021,201
"875","vgpm.2021209",2021-07-29,2021,209
"876","vgpm.2021217",2021-08-06,2021,217
"877","vgpm.2021225",2021-08-14,2021,225
"878","vgpm.2021233",2021-08-22,2021,233
"879","vgpm.2021241",2021-08-30,2021,241
"880","vgpm.2021249",2021-09-07,2021,249
"881","vgpm.2021257",2021-09-15,2021,257
"882","vgpm.2021265",2021-09-23,2021,265
"883","vgpm.2021273",2021-10-01,2021,273
"884","vgpm.2021281",2021-10-09,2021,281
"885","vgpm.2021289",2021-10-17,2021,289
"886","vgpm.2021297",2021-10-25,2021,297
"887","vgpm.2021305",2021-11-02,2021,305
"888","vgpm.2021313",2021-11-10,2021,313
"889","vgpm.2021321",2021-11-18,2021,321
"890","vgpm.2021329",2021-11-26,2021,329
"891","vgpm.2021337",2021-12-04,2021,337
"892","vgpm.2021345",2021-12-12,2021,345
"893","vgpm.2021353",2021-12-20,2021,353
"894","vgpm.2021361",2021-12-28,2021,361
